一丁不识	形容一个字也不认识。
漆桶底脱	漆桶脱了底才能透光亮。比喻彻底明白清楚。
漆身吞炭	漆身：身上涂漆为癞；吞炭：喉咙吞炭使哑。指故意变形改音，使人不能认出自己。
漆黑一团	形容一片黑暗，没有一点光明。也形容对事情一无所知。
漏卮难满	卮：励酒器。渗漏的酒器难于盛满。多比喻权利的外溢。
漏尽更阑	漏：古代滴水计时的仪器。更：夜间计时单位。喻指夜深之时。
漏尽钟鸣	比喻人的生命已到尽头。同“漏尽锺鸣”。
漏尽锺鸣	比喻人的生命已到尽头。
漏泄天机	天机：重要的机密。走漏了不宜外泄的机密。
漏泄春光	原指柳叶首先透露春天到来的信息，后比喻男女私情泄露，或秘密被察觉。
漏洞百出	百：极言其多。有很多漏洞。形容文章、说话或办事，破绽很多。
漏洩春光	①透露春天的信息。②指密传消息或泄露男女私情。
漏网之鱼	逃脱鱼网的鱼。比喻侥幸逃脱的罪犯或敌人。
漏网游鱼	逃脱鱼网的鱼。比喻侥幸逃脱的罪犯或敌人。同“漏网之鱼”。
漏脯充饥	漏脯：挂在檐下风干的肉，因屋漏沾水而有毒。饿了吃腐烂发臭的干肉。比喻只顾眼前，不管后果。
漏虀搭菜	形容拖泥带水，不爽快。
漏齑搭菜	拖泥带水，不爽利。
演古劝今	演：表演。表演古代的故事劝诫今天的人。
演武修文	指演练武艺，修习文章。
漠不关心	漠：冷淡。态度冷淡，毫不关心。
漠不关情	漠：冷淡。对人对事态度冷淡，毫不关心。
漠不相关	形容彼此毫无关联。
漠漠无闻	闻：出名。指无声无息，无人知晓。
漠然不动	漠然：冷淡的样子。形容对人或事不重视，态度冷淡，毫不动心。
漠然置之	置：放。很冷淡地把它搁在一边。指对人或事态度冷淡，放在一边不理。
漠然视之	很冷淡地看待。指对人或事态度冷淡，放在一边不理。
漫不加意	犹漫不经心。随随便便，不放在心上。
漫不经心	漫：随便；经心：在意。随随便便，不放在心上。
漫不经意	随随便便，不放在心上。
漫地漫天	漫：满。充满天地之间。形容数量极多，到处皆是。亦作“漫天漫地”。
漫天匝地	指铺天盖地。
漫天叫价	犹漫天要价。形容所提出的条件、要求过高。
漫天塞地	漫：满；塞：充满。从天上到地下到处都是。
漫天大谎	弥天大谎，没有边际的假话。
漫天开价	无限度地乱开价码。
漫天彻地	彻：透。弥漫天空，充满地面。形容势头极大。
漫天掩地	指铺天盖地。
漫天漫地	漫：满。充满天地之间。形容数量极多，到处都是。
漫天盖地	指遍布天地之间。
漫天蔽野	犹铺天盖地。形容盛多。
漫天要价	无限度地乱要价。形容所提出的条件、要求过高。
漫天过海	形容没有边际。
漫天遍地	满山遍满山遍野，形容数量多、分布广。
漫天遍野	满山遍野，形容数量多、分布广。
漫天风雪	漫天：满天。满天的风雪。形容风雪很大，弥漫了天空。
漫山塞野	山上和田野里到处都是。形容很多。同“漫山遍野”。
漫山遍野	漫：满；遍：到处。山上和田野里到处都是。形容很多。
漫无止境	指永远不会停止或没有边际。
漫无边际	形容非常广阔，一眼望不到边。也指谈话或写文章没有中心，离题很远。
漫条斯理	慢条斯理，形容动作缓慢，不慌不忙。
漫漫长夜	漫漫：无边际的样子。漫长的黑夜无边无际。多用来比喻社会的黑暗。
漫藏诲盗	指因保管疏忽而招致盗窃。
漫诞不稽	漫：随意；不稽：没有根据。随便乱说，荒诞不实，没有根据。
漱流枕石	犹言漱石枕流。旧时指隐居生活。
漱石枕流	旧时指隐居生活。
潇洒风流	气度超脱，风度大方。亦作“风流潇洒”。
潇潇洒洒	指人的举止自然大方，不呆板，不拘束。
潘文乐旨	指美好文章的文辞与意旨。
潘杨之睦	潘岳妻杨氏，为杨绥之姑，属于世亲联姻。指有姻亲关系。
潘江陆海	形容人诗文方面的才华横溢。
潘郎车满	潘安的车上装满果子。形容美男子受到女性的青睐。
潘陆江海	陆：晋代诗人陆机；潘：晋代诗人潘岳。比喻有文才的人。
潘鬓成霜	指人到中年鬓发初白。
潘鬓沈腰	潘鬓：晋潘岳年始三十二岁，即生白发；沈腰：南朝梁沈约老病，百余日中，腰带数移孔。形容身体消瘦，头发斑白。
潜休隐德	指隐藏美德。
潜光匿曜	隐藏光采。常指隐居。同“潜光隐耀”。
潜光隐德	指隐藏德才。
潜光隐耀	隐藏光采。常指隐居。
潜图问鼎	三代以九鼎为传国宝，楚子向王孙满问鼎，有觊觎周室之意。比喻暗地里企图篡夺。
潜山隐市	指潜身于山林，隐迹于市井。
潜师袭远	潜师：秘密调动兵力。秘密发兵，袭击远距离的敌人。
潜形匿影	隐蔽形迹，不露真相。同“潜形匿迹”。
潜形匿迹	潜：隐藏。隐藏形迹，不使人知。
潜形谲迹	隐蔽形迹，不露真相。同“潜形匿迹”。
潜德秘行	指不为人知的德行。同“潜德隐行”。
潜德隐行	指不为人知的德行。
潜心涤虑	指专心致志。
潜心笃志	指专心致志。
潜消默化	指暗地消除。
潜深伏隩	潜：隐匿；隩：河岸弯曲的地方。形容潜藏深处，不出头露面。
潜滋暗长	潜：暗中，隐藏；滋：生长。暗暗地不知不觉地生长。
潜濡默化	犹潜移默化。指人的思想或性格不知不觉受到感染、影响而发生了变化。
潜濡默被	犹潜移默化。指人的思想或性格不知不觉受到感染、影响而发生了变化。
潜神嘿规	指专心谋划。
潜神默思	指专心致志，认真思索。
潜神默记	指心神专一，默默记诵。
潜移嘿夺	指不露形迹地改变或取得。同“潜移默夺”。
潜移暗化	潜：暗中，不见形迹。指人的思想或性格不知不觉受到感染、影响而发生了变化。
潜移阴夺	夺：争取。指不露形迹地改变或取得。
潜移默化	潜：暗中同，不见形迹；默：不说话，没有声音。指人的思想或性格不知不觉受到感染、影响而发生了变化。
潜移默夺	指不露形迹地改变或取得。
潜移默转	不露行迹、自然而然地转移或转变。同“潜移默运”。
潜移默运	不露行迹、自然而然地转移或转变。
潜窃阳剽	公开或不公开地剽窃。
潜精研思	指专心钻研。
潜精积思	指专心钻研。同“潜精研思”。
潜蛟困凤	潜藏在水中的蛟龙，处于困境的凤凰。比喻英才而不见用，不能有所作为。
潜踪匿影	隐蔽踪迹。
潜踪蹑迹	指藏匿行踪。
潜踪隐迹	指潜伏躲藏，隐蔽行踪。
潜身缩首	潜：深藏；首：头。隐居不出头露面。
潜身远祸	指隐藏潜伏，远避祸害。
潜身远迹	指隐居避世，不露踪迹。
潜遁幽抑	潜遁：隐匿、躲藏；幽抑：幽居。逃避世俗，过隐居生活。
潜骸窜影	指隐匿躲藏，不敢露面。
潜鳞戢羽	指隐藏形迹。
潜龙伏虎	藏在深渊中的蛟龙，伏于丛莽中的猛虎。比喻未被使用的人才。
潜龙勿用	蛟龙隐伏而不为世所知。比喻人才埋没未被重用。
潢池弄兵	潢池：积水塘；弄兵：玩弄兵器。旧时对人民起义的蔑称。也指发动兵变。
潢池盗弄	旧时对人民起义的蔑称。也指发动兵变。同“潢池弄兵”。
潢潦可荐	荐：祭祀。指祭祀在于虔敬，而不在于祭品的厚薄。
潦倒粗疏	潦倒：颓丧，不得意。形容颓丧，放任散漫。
潦倒龙钟	潦倒：颓丧，不得意；龙钟：年老体衰，行动不便的样子。形容年老体弱多病，很不得意。
潦原浸天	淹没天地。
潦潦草草	字不工整或态度不认真。
潦草塞责	潦草：草率，不精密，不认真；塞：搪塞。形容做事敷衍了事，马马虎虎，不负责任。
潮涨潮落	比喻事情的起伏变化。
潮鸣电挚	极言气势大、速度快。
潮鸣电掣	极言气势大、速度炔。
潸然泪下	潸然：流泪的样子。形容眼泪流下来。
澄心涤虑	澄：澄清；涤虑：清除思虑。澄清思绪，清除思虑。
澄思寂虑	专心思索，冷静考虑。
澄思渺虑	指深思远虑。
澄江如练	澄：清澈，明净。练：洁白的熟绢。清澈的江水，像一条白练一样。多指对江景的鸟瞰。
澄沙汰砾	指除去杂质，使之纯洁。
澄清天下	指整肃政治，清楚奸佞，使天下复归太平。
澄源正本	澄：澄清。清理水的源头，扶正树的根。比喻从根本解决问题。
澄神离形	形容用心太专，如痴如呆。
澈底澄清	指完全清楚，毫无遗漏。
澌灭无闻	澌灭：消失干净。形容彻底消失，没有人知道。
澎湃汹涌	澎湃：大浪互相撞击；汹涌：波涛猛烈地向上涌。形容声势浩大。
澜倒波随	犹言随波逐流。比喻言行无标准。
澡垢索疵	犹言吹毛求疵。指刻意寻人过错。
澡慰故俗	澡慰：洗净、熨平。比喻改革旧的风俗
澡熨故俗	澡：洗澡；熨：熨平；故俗：旧俗。指改革旧俗。
澡身浴德	修养身心，使纯洁清白。
澡雪精神	澡雪：以雪洗身；精神：清净神志。指通过洗涤清净神志。比喻清除意念中庸俗的东西，使神志、思路保持纯正。
澧兰沅芷	沅、澧：都是水名；兰、芷：都是香草。比喻高洁的人品或高尚的事物。
澹泊寡欲	澹泊：恬淡；寡：少；欲：欲望。形容心情恬淡，不图名利。
激忿填膺	膺：胸。强烈的忿怒填满胸中。形容气愤已极。
激扬清浊	冲去污水，让清水上来。比喻清除坏的，发扬好的。同“激浊扬清”。
激昂慷慨	精神振奋，情绪激昂，充满正气。
激昂青云	奋发意气于青云之上，指痛痛快快地做一番事业。
激流勇退	勇：果敢；退：退却，离去。比喻在官场得意时及时引退，以明哲保身。
激浊扬清	激：冲去；浊：脏水；清：清水。冲去污水，让清水上来。比喻清除坏的，发扬好的。
激薄停浇	形容振作人心，挽回不良的社会风气。
激贪厉俗	指抑制贪婪之风，劝勉良好的世俗。
激起公愤	激发了公众共同的愤慨。
濆旋倾侧	濆：水波涌起来的地方；倾：倒塌。水势汹涌旋转，冲击岸堤。
濠上之乐	指悠闲舒适的情趣。
濠上观鱼	庄子与惠施在濠水边上看鱼，对鱼之乐是否可知进行辩论。比喻悠闲自得和超凡脱俗的情趣和精神境界。
濠梁之上	濠梁：濠水上的桥。指别有会心，自得其乐的境地。
濠梁观鱼	濠：水名；梁：桥梁。在濠水的桥梁上观鱼。形容悠然自得，寄情物外。
濠濮间想	垂钓濮水和在濠水游玩时那种与世无争、悠闲自得的情趣和思想活动。比喻超脱、旷达、闲逸的情致或雅趣。
濡沫涸辙	濡：沾湿。本指泉水干竭，鱼儿相互吐沫湿润。后比喻在困难的处境中以微小的力量竭力互相帮助。
濮上之音	濮上：春秋时卫地，青年男女常歌舞幽会于其地。用以指靡靡之音。
濮上桑间	指男女幽会的场所。
濯污扬清	濯：洗。洗去污垢，激扬清澈。比喻扬善除恶。
濯濯童山	濯濯：光秃的样子；童：山无草木。没有树木，光秃秃的山
濯缨弹冠	濯缨：洗涤帽缨；弹冠：弹去帽子上的灰尘。比喻准备出仕。
濯缨沧浪	在清水中洗涤冠缨。比喻超脱尘俗，操守高洁。
濯缨洗耳	濯缨：洗涤帽缨；洗耳：指不愿与闻世事。比喻避世守志，操行高洁。
濯缨濯足	水清就洗帽带，水浊就洗脚。后比喻人的好坏都是由自己决定。
濯足濯缨	水清就洗帽带，水浊就洗脚。后比喻人的好坏都是由自己决定。
灌夫骂坐	用以指人借酒发泄心中的不满。
灌夫骂座	灌夫：西汉著名将领。指灌夫酒后骂人泄愤。形容为人刚直敢言。
灌瓜之义	灌：浇灌；惠：恩惠。比喻以德报怨，不因小事而引起纠纷。
火上加油	在一旁助威增加他人的愤怒或助长事态的发展。
火上弄冰	比喻易于败亡，事情很容易办到。
火上弄雪	雪遇火即溶。比喻一下子消失净尽。也比喻非常容易。
火上浇油	往火上倒油。比喻使人更加愤怒或使情况更加严重。
